condition,time,terminal_displacement,sls_q,bound_clutches,total_traction,actin_velocity,loading_rate,phase
fast,14.120000000000001,9.537761872408595,0.004719764154975532,8,4.77360070035928,0.6022773268978365,0.9286231333192063,loading
fast,14.14,9.547609162708184,0.017256928252061817,8,4.791061509606164,0.6008136699960989,0.8255495593516571,loading
fast,14.16,9.557664671814745,0.027803726371418078,8,4.806636062278782,0.5995085549093171,0.7387211905864888,loading
fast,14.18,9.567894147145935,0.03667451648287199,8,4.8206215900558345,0.5983369985248703,0.6655723542792202,loading
fast,14.200000000000001,9.578268746887666,0.044134008181976714,8,4.833268381625812,0.5972779634136056,0.603942589080475,loading
fast,14.22,9.588764185439405,0.05040510394422625,8,4.844787196663942,0.596313734665324,0.5520126478302245,loading
fast,14.24,9.599360013824285,0.055675501964783394,8,4.855355508876924,0.5954293951442107,0.5082506074529647,loading
fast,14.26,9.610039013748143,0.06010325617359121,8,4.865122763047664,0.5946123836202293,0.47136649041590317,loading
fast,14.280000000000001,9.620786687358354,0.06382145812526606,8,4.874214801804454,0.5938521226873532,0.4402740526927573,loading
fast,14.3,9.631590827587992,0.06694217945107031,8,4.882737593245066,0.5931397054468273,0.4140586069922847,loading
fast,14.32,9.642441156357982,0.06955979165668191,8,4.89078036983568,0.5924676316743553,0.3919499279447791,loading
fast,14.34,9.653329019920122,0.07175376160519333,8,4.89841827156526,0.5918295856559121,0.3732994362053432,loading
fast,14.36,9.664247132316294,0.07359100549331063,8,4.9057145716514565,0.5912202491112395,0.35756098633044076,loading
fast,14.38,9.675189359354693,0.07512787105051301,8,4.912722550727862,0.5906351436634092,0.34427468877140655,loading
fast,14.4,9.686150536703892,0.0764118066780877,8,4.919487075030032,0.5900704981880742,0.3330532869227909,loading
fast,14.42,9.697126316716393,0.0774827669713748,8,4.926045925329573,0.5895231371130243,0.3235706858646381,loading
fast,14.44,9.708113039444193,0.0783743962597943,8,4.932430915981895,0.5889903863592354,0.31555229271873486,loading
fast,14.46,9.719107624025632,0.07911502522354041,8,4.938668837236362,0.5884699941371838,0.30876688256853413,loading
fast,14.48,9.73010747722612,0.07972851010890089,8,4.944782248721962,0.5879600642522707,0.3030197492108755,loading
fast,14.5,9.74111041642358,0.08023493940139469,8,4.950790147613189,0.5874589999436934,0.2981469375100687,loading
fast,14.52,9.752114604757224,0.08065122889000992,8,4.95670853126863,0.5869654565931675,0.29401038663934287,loading
fast,14.540000000000001,9.763118496518679,0.08099162274945385,8,4.962550871008785,0.5864783019026449,0.29049384052370897,loading
fast,14.56,9.774120791167753,0.08126811548360556,8,4.968328511067481,0.5859965823613833,0.28749940408090424,loading
fast,14.58,9.785120394610857,0.08149080722905018,8,4.974051004534472,0.5855194950090687,0.28494464329753555,loading
fast,14.6,9.79611638659484,0.08166820294342238,8,4.979726396240848,0.5850463636585512,0.2827601434631788,loading
fast,14.620000000000001,9.807107993250604,0.08180746434123261,8,4.985361460966542,0.584576618873861,0.2808874528739125,loading
fast,14.64,9.818094563972977,0.08191462204000663,8,4.99096190402649,0.5841097811104137,0.2792773514528335,loading
fast,14.66,9.82907555195213,0.08199475420094347,8,4.996532530177019,0.5836454465179737,0.2778883927021525,loading
fast,14.68,9.8400504977798,0.08205213695589793,8,5.0020773858457925,0.5831832749858494,0.2766856759848224,loading
fast,14.700000000000001,9.85101901564461,0.08209037107644704,8,5.007599878898743,0.5827229800761631,0.2756398126990689,loading
fast,14.72,9.861980781707707,0.08211248863747128,8,5.013102879491326,0.5822643205470377,0.2747260557782738,loading
fast,14.74,9.872935524314265,0.0821210428347079,8,5.018588804991849,0.5818070932145551,0.2739235665103479,loading
fast,14.76,9.883883015750975,0.08211818361690568,8,5.024059691492395,0.5813511269420817,0.27321479737452137,loading
fast,14.780000000000001,9.894823065305271,0.08210572137293716,8,5.029517254025562,0.5808962775788884,0.27258497222248934,loading
fast,14.8,9.905755513420822,0.08208518056046844,8,5.034962937270889,0.5804424236981414,0.2720216485840865,loading
fast,14.82,9.916680226776009,0.08205784486472158,8,5.040397958252724,0.5799894630080249,0.271514349023505,loading
fast,14.84,9.927597094139749,0.082024795225067,8,5.04582334229495,0.5795373093296627,0.2710542509021252,loading
fast,14.86,9.938506022881818,0.08198694185585906,8,5.051239953296756,0.5790858900523477,0.2706339249272105,loading
fast,14.88,9.949406936034244,0.08194505120998391,8,5.0566485192271085,0.5786351439906727,0.2702471151820873,loading
fast,14.9,9.960299769816974,0.08189976868401404,8,5.062049653592494,0.5781850195801044,0.2698885537455453,loading
fast,14.92,9.971184471554132,0.0818516377372538,8,5.0674438735143195,0.5777354733575268,0.2695538046424417,loading
fast,14.94,9.982060997919547,0.08180111599136093,8,5.07283161495114,0.5772864686817818,0.2692391325211929,loading
fast,14.96,9.992929313459264,0.08174858878713401,8,5.0782132455167766,0.5768379746562622,0.26894139192279454,loading
fast,14.98,10.003789389347453,0.08169438060027549,8,5.083589075274004,0.5763899652216782,0.26865793414287964,loading
fast,15.0,10.014641202338783,0.0816387646541591,8,5.088959365823554,0.5759424183921076,0.2683865288446441,loading
fast,15.02,10.025484733886277,0.0815819710144172,8,5.094324337957557,0.57549531561169,0.2681252978362636,loading
fast,15.040000000000001,9.987988420233364,0.019322249197179685,7,5.01331645931387,0.5822867547200568,0.7575159545503141,loading
fast,15.06,9.99757456166931,0.028856624728476877,7,5.027643905563147,0.5810864393135453,0.6811773256920617,loading
fast,15.08,10.00733789376553,0.03690290027113602,7,5.040571847153906,0.5800037331235619,0.6166446366488998,loading
fast,15.1,10.017249660669581,0.0436918378031411,7,5.052316668137934,0.5790204515889319,0.5620872051164127,loading
fast,15.120000000000001,10.027285566584556,0.04941841582754379,7,5.063061199119831,0.5781212299255474,0.5159582263996043,loading
fast,15.14,10.037538499881848,0.05440450321378773,8,5.073173753154709,0.5772762980377377,0.48932960756076227,loading
fast,15.16,10.047899813262603,0.0586306693118945,8,5.082580575943187,0.5764894614624234,0.4541134922675383,loading
fast,15.18,10.058326559938202,0.06217943308847146,8,5.091342713057575,0.5757568094654422,0.42442664287989373,loading
fast,15.200000000000001,10.068882045356322,0.06526165273201866,9,5.099702675410176,0.5750587461517693,0.40762923140924556,loading
fast,15.22,10.079497307908895,0.06786420066092255,9,5.107612854615379,0.5743976919829674,0.3851584109888506,loading
fast,15.24,10.090169382545042,0.0700742000843544,10,5.1151588913568755,0.5737678226201617,0.37276279881481855,loading
fast,15.26,10.100911059132166,0.0719759065301313,10,5.122431436096205,0.5731603661689915,0.3558301241035622,loading
fast,15.280000000000001,10.111671804450737,0.07355870620798304,10,5.1293946084333495,0.5725789168093152,0.3416101451314546,loading
fast,15.3,10.122447143300686,0.07487434088490012,10,5.136097912535243,0.5720193125246085,0.32966283054491896,loading
fast,15.32,10.133233327540534,0.07596615868340088,10,5.142582822453688,0.5714780664231582,0.31961953158798906,loading
fast,15.34,10.144027218141812,0.07687047571290632,10,5.148884084783797,0.5709522572182071,0.31117140228076323,loading
fast,15.36,10.154864218249799,0.07767043260847893,11,5.155102541733383,0.5704338127588675,0.3082948397921115,loading
fast,15.38,10.165713436482182,0.07834093239878642,11,5.161197650639881,0.5699253401955608,0.30173298661217984,loading
fast,15.4,10.176563503258087,0.07889100684356135,11,5.167172758472585,0.5694269544406907,0.29621176087424317,loading
fast,15.42,10.187412878393975,0.07934039769118939,11,5.173046836888142,0.5689370603149928,0.2915606680549132,loading
fast,15.44,10.198260275191387,0.0797056117125598,11,5.1788357493082415,0.5684543239869451,0.28763715158142134,loading
fast,15.46,10.209104618898905,0.08000045079893067,11,5.18455276024838,0.5679776301471937,0.28432201470529606,loading
fast,15.48,10.219945011980688,0.0802364551955476,11,5.190208961185881,0.5675060462005821,0.2815155928654889,loading
fast,15.5,10.230780705076253,0.08042327410507265,11,5.195813626643204,0.5670387923258138,0.2791345529704614,loading
fast,15.52,10.241611072718953,0.08056897556225436,11,5.201374511921729,0.5665752164412852,0.2771092171514056,loading
fast,15.540000000000001,10.252435593033312,0.08068030553115836,11,5.206898102047793,0.5661147732731291,0.2753813253431048,loading
fast,15.56,10.263253830759226,0.08076290454556655,11,5.21238981992518,0.5656570068532516,0.27390216419931335,loading
fast,15.58,10.274101218301979,0.08087016299891356,12,5.21792077214989,0.5651962485633157,0.2757549096799039,loading
fast,15.6,10.28494205010184,0.08094905801625023,12,5.223420083067191,0.5647378503511378,0.2742872808454422,loading
fast,15.620000000000001,10.295775997549296,0.08100428563209523,12,5.228892284406763,0.5642817285776578,0.2730273386575277,loading
fast,15.64,10.306602787460434,0.08103976576058652,12,5.234341159490805,0.5638275651079547,0.27194078626280316,loading
fast,15.66,10.317422192915913,0.0810587704649736,12,5.239769866922915,0.5633750943393545,0.27099899516969117,loading
fast,15.68,10.328234025613888,0.081064031027895,12,5.245181043834842,0.5629240945194416,0.27017806814200185,loading
fast,15.700000000000001,10.339038129486852,0.08105782732625207,12,5.2505768920696685,0.5624743804989885,0.26945805753086916,loading
fast,15.72,10.349834375373362,0.08104206243501377,12,5.255959250121679,0.5620257976825493,0.2688223122717659,loading
fast,15.74,10.360622656570403,0.08101832490129096,12,5.261329653186481,0.561578216978903,0.2682569333174456,loading
fast,15.76,10.371402885120812,0.08098794072638094,12,5.266689383286819,0.5611315305859923,0.2677503187271668,loading
fast,15.780000000000001,10.382174988714269,0.08095201675671998,12,5.272039511113855,0.5606856484724962,0.26729278381054655,loading
fast,15.8,10.392938908100444,0.0809114769035946,12,5.277380930953813,0.5602404954409026,0.2668762446447204,loading
fast,15.82,10.403694594929732,0.08086709237686777,12,5.282714389841724,0.5597960086759561,0.26649395319822133,loading
fast,15.84,10.414442009950779,0.08081950692193528,12,5.28804051189733,0.5593521356982831,0.2661402767287768,loading
fast,15.860000000000001,10.425181121505965,0.08076925788579226,12,5.293359818638757,0.558908832656211,0.26581051329088723,loading
fast,15.88,10.435911904275493,0.08071679380149976,12,5.29867274593923,0.5584660628999119,0.26550073817332986,loading
fast,15.9,10.446634338229078,0.0806624890664799,12,5.303979658181023,0.5580237957911789,0.26520767517013155,loading
fast,15.92,10.457348407750857,0.08060665619489564,12,5.309280860070347,0.5575820057099283,0.2649285894875675,loading
fast,15.94,10.46805410090898,0.08054955604514746,12,5.3145766064996085,0.5571406712248945,0.2646611983436742,loading
fast,15.96,10.478751408845824,0.0804914063569649,12,5.319867110779862,0.556699774401366,0.2644035962546809,loading
fast,15.98,10.4894403252691,0.0804323888776952,12,5.325152551512241,0.5562593002233525,0.26415419247172167,loading
fast,16.0,10.500120846026995,0.08037265531074368,12,5.330433078324214,0.5558192361112633,0.2639116593741164,loading
fast,16.02,10.510792968753506,0.08031233228092864,12,5.335708816657666,0.5553795715192356,0.2636748884938811,loading
fast,16.04,10.521456692572492,0.0802515254792475,12,5.340979871765471,0.5549402975990991,0.26344295466174117,loading
fast,16.06,10.532112017850526,0.08019032312260552,12,5.346246332047871,0.5545014069198115,0.2632150856101134,loading
fast,16.080000000000002,10.517222855226414,0.04596227365860453,11,5.304573701271799,0.5579985810136867,0.5566734360389347,loading
fast,16.1,10.527408739902306,0.051480210943105835,11,5.3151845808943,0.5571103072669104,0.5082680972243736,loading
fast,16.12,10.537657917474277,0.05608367460956702,11,5.324912633346701,0.5562962606333126,0.46776094645117894,loading
fast,16.14,10.547958651784178,0.05992252248165437,11,5.333901848373765,0.5555443341170287,0.43385777810911463,loading
fast,16.16,10.558301130888125,0.06312205600530649,11,5.342272621449371,0.5548444045842695,0.40547646060673515,loading
fast,16.18,10.56867715174533,0.06578704416627722,11,5.350125620038973,0.5541880076788734,0.38171218545457464,loading
fast,16.2,10.579079856575213,0.0680050880306788,11,5.357545016318301,0.5535680660076374,0.36180840995037045,loading
fast,16.22,10.589503512416215,0.06984943395684692,11,5.364601190164947,0.5529786618664112,0.3451325618808454,loading
fast,16.240000000000002,10.599943326807072,0.07138132582177109,11,5.371352989225311,0.5524148472083232,0.33115572519015757,loading
fast,16.26,10.610395293671456,0.07265197180128165,11,5.377849618637029,0.5518724847514338,0.31943565423553366,loading
fast,16.28,10.620856064456525,0.07370418886475655,11,5.384132221092999,0.5513481151232236,0.30960257168111127,loading
fast,16.3,10.631322840387377,0.07457377779564268,11,5.390235197989346,0.5508388457753657,0.3013472937336559,loading
fast,16.32,10.64179328237715,0.07529067289502843,11,5.396187314083576,0.5503422581014119,0.29441130051921505,loading
fast,16.34,10.65226543569963,0.07587990328955091,11,5.402012621139358,0.5498563297746055,0.28857843462404276,loading
fast,16.36,10.662737667005374,0.07636239671521323,11,5.407731230217896,0.5493793698117577,0.2836679589890423,loading
fast,16.38,10.67320861165863,0.07675565158951847,11,5.413359957418846,0.5489099642778466,0.279528753004854,loading
fast,16.4,10.683677129703888,0.07707429895493184,11,5.418912863806879,0.5484469308876889,0.2760344591461461,loading
fast,16.42,10.694142269047902,0.0773305723397063,11,5.4244017068636605,0.5479892810468334,0.27307942566245913,loading
fast,16.44,10.704603234674938,0.07753470062529577,11,5.429836317962783,0.547536188112528,0.2705753131184707,loading
fast,16.46,10.715059362906505,0.07769523653671863,11,5.435224917989991,0.5470869608556541,0.26844825784166915,loading
fast,16.48,10.725510099879003,0.07781933130501599,11,5.440574381244508,0.5466410212712691,0.2666364997363502,loading
fast,16.5,10.735954983548119,0.07791296432231114,11,5.4458904560963735,0.5461978860252239,0.26508839905936554,loading
fast,16.52,10.746393628642117,0.07798113516460271,11,5.451177949485686,0.5457571509410171,0.2637607778908091,loading
fast,16.54,10.751243120442595,0.07070209351569345,10,5.446323653736997,0.5461664756058733,0.3213610074759288,loading
fast,16.56,10.761529671185691,0.0718709844400746,10,5.452635820032924,0.5456395730468955,0.3106965956689578,loading
fast,16.580000000000002,10.771825357238313,0.07284034212222212,10,5.458753020741373,0.5451290590761522,0.30172965519881245,loading
fast,16.6,10.782127380523931,0.07364254296304895,10,5.4647062332250265,0.5446323293016497,0.29418484482235385,loading
fast,16.62,10.792433397907203,0.07430471120217635,10,5.470521410155772,0.5441472017778244,0.28783148966482486,loading
fast,16.64,10.802741447391789,0.07484957093249013,10,5.476220294628366,0.5436718484755809,0.2824763353359572,loading
fast,16.66,10.813049886290543,0.07529615989951145,10,5.481821103044776,0.5432047378693845,0.2779574773903448,loading
fast,16.68,10.823357339425819,0.0756604275069984,10,5.487339097219909,0.5427445868379979,0.27413927588426645,loading
fast,16.7,10.833662655732812,0.07595573581302009,10,5.492787063679415,0.5422903203679221,0.2709080944818254,loading
fast,16.72,10.84396487190277,0.07619327925361624,10,5.498175715205015,0.5418410377938534,0.2681687312566794,loading
fast,16.740000000000002,10.8542631819241,0.07638243627817703,10,5.503514027240243,0.5413959845156391,0.26584142791108434,loading
fast,16.76,10.864556911564527,0.07653106394188815,10,5.508809519724153,0.5409545283033852,0.26385936477524297,loading
fast,16.78,10.874845496992833,0.07664574470891705,10,5.514068493205343,0.5405161394463678,0.262166561757482,loading
fast,16.8,10.885128466868604,0.07673199321877894,10,5.519296226653093,0.5400803741222318,0.26071611987532606,loading
fast,16.82,10.895405427337401,0.07679442951064758,10,5.52449714317936,0.539646860464065,0.25946874814053444,loading
fast,16.84,10.905676049460055,0.07683692414699593,10,5.529674948877034,0.5392152868877076,0.2583915295240047,loading
fast,16.86,10.915940058681208,0.07686271979497274,10,5.534832749135571,0.5387853923125931,0.2574568866897664,loading
fast,16.88,10.926197226006252,0.07687453308466105,10,5.539973146087775,0.5383569579690219,0.2566417160387857,loading
fast,16.9,10.936447360609598,0.0768746399437368,10,5.5450983202485595,0.5379298005344353,0.2559266617829792,loading
fast,16.92,10.946690303642043,0.07686494708896285,10,5.550210098909968,0.5375037663831712,0.2552955080226127,loading
fast,16.94,10.956925923042675,0.07684705192020225,10,5.555310013441556,0.5370787267689983,0.2547346695358499,loading
fast,16.96,10.960925730063238,0.06806474394802493,9,5.548527608979647,0.5376496319449837,0.32319231945088234,loading
fast,16.98,10.97096893139009,0.0693809702099246,9,5.5548654359049685,0.5371205060131607,0.3115080628965927,loading
fast,17.0,10.98104806561151,0.07050922333814336,10,5.561033256143899,0.5366061446126966,0.30699149625945665,loading
fast,17.02,10.991170651528844,0.0714901001307324,10,5.567075425895167,0.5361018760573828,0.29793858375981586,loading
fast,17.04,11.001299857316432,0.07230211568064046,10,5.572952044338857,0.535611523162324,0.29032228674452654,loading
fast,17.06,11.011433315794328,0.0729726705895427,10,5.578689328486712,0.5351328817577907,0.28390958020096946,loading
fast,17.080000000000002,11.021569044805059,0.07352472048056835,10,5.584309242883121,0.5346641051964547,0.2785052405762656,loading
fast,17.1,11.031705384753831,0.07397749707036792,10,5.589830189447271,0.5342036463555524,0.27394571390004785,loading
fast,17.12,11.041840946281042,0.07434711226756348,10,5.595267585408079,0.5337502090475164,0.2700939782762646,loading
fast,17.14,11.051974566423503,0.07464706427339822,10,5.600634347485149,0.5333027073128658,0.2668352395396312,loading
fast,17.16,11.062105271887198,0.07488866158180763,10,5.605941297525421,0.5328602313166881,0.2640733256775718,loading
fast,17.18,11.072232248278059,0.07508137819749566,10,5.611197502336518,0.5324220187774473,0.261727665886724,loading
fast,17.2,11.08235481432413,0.07523315122992277,10,5.616410558391989,0.5319874310306418,0.2597307596907683,loading
fast,17.22,11.092472400279497,0.07535063021110562,10,5.621586830350855,0.5315559329754767,0.2580260565743231,loading
fast,17.240000000000002,11.102584529831535,0.07543938596861917,10,5.626731650884382,0.5311270762746141,0.2565661797504504,loading
fast,17.26,11.112690804943217,0.07550408561489627,10,5.6318494880865,0.5307004852792843,0.2553114379111321,loading
fast,17.28,11.122790893154317,0.07554863914944697,10,5.636944085726627,0.5302758452376701,0.25422857866885806,loading
fast,17.3,11.13288451694266,0.07557632227903427,10,5.642018580750383,0.5298528924161086,0.2532897436857695,loading
fast,17.32,11.094423693587803,0.008006348444238798,9,5.555218195238153,0.5371331386429896,0.8158589540272487,loading
fast,17.34,11.103448728864798,0.018828720015382307,9,5.570553084447782,0.5358476445372202,0.7248188944242173,loading
fast,17.36,11.11263441756481,0.027907075850326313,9,5.5842242846327395,0.5347020045632276,0.6483393914695768,loading
fast,17.38,11.121953756567216,0.03552094755333329,9,5.596497825836938,0.5336738550767952,0.5840867584794296,loading
fast,17.400000000000002,11.001894335074795,-0.14015932490001187,8,5.360787842637404,0.5534355308267422,2.0142125583095805,loading
fast,17.42,11.008269875165631,-0.10607082253576632,8,5.398064115047072,0.5503059337556975,1.735320115441752,loading
fast,17.44,11.015225337070518,-0.07737538188123008,8,5.4302372866540285,0.547605263141435,1.500444351249186,loading
fast,17.46,11.022667899950115,-0.053221238395051905,8,5.458112711580023,0.5452658268251076,1.3026334813144302,loading
fast,17.48,11.030519403649926,-0.03289115163034207,8,5.482368550194632,0.5432306236218232,1.1360336565093831,loading
fast,17.5,11.038714033252994,-0.015781159068221133,8,5.503575857558285,0.5414516548334734,0.9957155599664702,loading
fast,17.52,11.047196369324585,-0.0013826854809673196,8,5.522215499181325,0.5398885024340734,0.8775283902053843,loading
fast,17.54,11.055919746092933,0.010732522133248233,8,5.538692395179719,0.538507131810505,0.7779769057805197,loading
fast,17.56,11.064844868932006,0.020925080302995978,8,5.553347514769012,0.5372788835933204,0.6941178888570931,loading
fast,17.580000000000002,11.073938650193199,0.02949865130210479,8,5.566467976398721,0.5361796247135204,0.6234729609673195,loading
fast,17.6,11.083173228900819,0.036708938263743864,8,5.578295552714149,0.5351890335378402,0.5639551682321553,loading
fast,17.62,11.092525145272745,0.042771259644229634,8,5.589033832280602,0.5342899979067355,0.5138071614272377,loading
fast,17.64,11.1019746456138,0.047866927408126564,8,5.598854250215023,0.5334681082437187,0.47154913964675416,loading
fast,17.66,11.111505096991316,0.05214861786966103,8,5.607901166365346,0.5327112307208379,0.4359350154015118,loading
fast,17.68,11.121102494354375,0.055744894286272044,8,5.616296141463447,0.5320091478366267,0.4059155029665362,loading
fast,17.7,11.130755045496517,0.05876401517275302,8,5.6241415379210284,0.5313532557596183,0.38060703644759997,loading
fast,17.72,11.14045282156777,0.06129714114649052,8,5.631523551930382,0.5307363094721753,0.35926559648657985,loading
fast,17.740000000000002,11.150187462783208,0.06342103529700617,8,5.638514766688624,0.5301522081652008,0.34126467103412494,loading
fast,17.76,11.15995193061078,0.06520033707066056,8,5.645176302376054,0.5295958145267141,0.3260766966235451,loading
fast,17.78,11.169740299097441,0.0666894770275327,8,5.651559626576267,0.5290628025712292,0.3132574310171776,loading
fast,17.8,11.179547579152441,0.06793428918979637,8,5.657708078766017,0.5285495295022977,0.30243279358899144,loading
fast,17.82,11.189369570582485,0.06897336874250412,8,5.663658154033749,0.5280529278125627,0.2932877845012172,loading
fast,17.84,11.19920273749591,0.06983921530494766,8,5.669440584052904,0.5275704144250561,0.2855571535764767,loading
fast,17.86,11.20904410338494,0.0705591956385286,8,5.675081247331017,0.5270998141843444,0.2790175431481856,loading
fast,17.88,11.218891162778256,0.07115635430861059,8,5.68060193569776,0.526639295431159,0.2734808716677861,loading
fast,17.900000000000002,11.228741806846738,0.07165009631389672,8,5.686020999737277,0.5261873157520898,0.26878876235514326,loading
fast,17.92,11.238594260758763,0.07205676190419721,8,5.691353892283596,0.525742576297352,0.2648078518205921,loading
fast,17.94,11.248447030929317,0.07239011061390684,8,5.696613626078582,0.5253039833134083,0.2614258394828539,loading
fast,17.96,11.258298860600373,0.07266172884929242,8,5.701811159149482,0.5248706157509635,0.2585481610442031,loading
fast,17.98,11.241358080587144,0.038061403359365135,7,5.658740443652926,0.5284822311556068,0.527217520208012,loading
fast,18.0,11.250480654076654,0.04356682186468885,7,5.668807148903031,0.5276396462760407,0.482904215520108,loading
fast,18.02,11.259748467704622,0.04827535736999044,8,5.678149591222294,0.5268590058487916,0.45766140779335274,loading
fast,18.04,11.269179373757716,0.052347591552591104,8,5.686937278431445,0.5261238738783167,0.4237649712450775,loading
fast,18.06,11.238945289204786,0.0015358554994022206,7,5.621008500101789,0.5316507445737371,0.8174349866330033,loading
fast,18.080000000000002,11.247366494360968,0.012711395571139202,7,5.636394642751618,0.530361124695814,0.728139101385139,loading
fast,18.1,11.25599724138415,0.022145204886130834,7,5.650143825578223,0.5292090696362006,0.652661212630079,loading
fast,18.12,11.264803871879145,0.030107374415890224,7,5.662509310355455,0.5281732956898046,0.5888586331117551,loading
fast,18.14,11.273757947639076,0.03682611304521188,7,5.673705086864759,0.5272358195058378,0.5349209348111117,loading
fast,18.16,11.28283544116804,0.0424942420839113,7,5.683911962667935,0.5263814463132144,0.4893184265064576,loading
fast,18.18,11.292061886343653,0.04734107646054389,8,5.693372019632385,0.5255909260700207,0.4631324726318553,loading
fast,18.2,11.301454958818294,0.051531281799610966,8,5.702258761208762,0.524847459471762,0.4282748699058203,loading
fast,18.22,11.310983794138835,0.05514852573092318,9,5.7106404228003385,0.5241472285337143,0.40716520491024255,loading
fast,18.240000000000002,11.320586379022565,0.05820770649993893,9,5.7185008960112285,0.5234900043664177,0.38094840824065557,loading
fast,18.26,11.330229512399026,0.06076728819866639,9,5.725882044398176,0.5228730715561865,0.35890307241359665,loading
fast,18.28,11.339905462600441,0.0629073519184949,9,5.732860083218721,0.5222900231180527,0.34036063535403116,loading
fast,18.3,11.349607738123431,0.06469514365135882,9,5.7394990127130825,0.5217354789146957,0.32475968943046496,loading
fast,18.32,11.359330888859418,0.06618713145084422,9,5.745852575880535,0.5212049210772358,0.31162880736523846,loading
fast,18.34,11.369070339183043,0.06743073287928121,9,5.751965902470815,0.5206945558041327,0.3005721204072387,loading
fast,18.36,11.378822247792591,0.06846576558619856,9,5.757876889482514,0.5202011973104665,0.29125720811151723,loading
fast,18.38,11.388583390014617,0.06932566539354981,9,5.763617360400842,0.5197221703773542,0.28340492909251225,loading
fast,18.400000000000002,11.398351058972324,0.07003850915081222,9,5.769214038636958,0.5192552285203982,0.27678088173566096,loading
fast,18.42,11.4081229825944,0.07062787365085102,9,5.774689364948069,0.5187984852737781,0.2711882334054394,loading
fast,18.44,11.417897253925247,0.07111355688191076,9,5.780062183844528,0.5183503564878666,0.26646169892785565,loading
fast,18.46,11.30695469747188,-0.10687352804796203,9,5.546603820687986,0.5379297784735522,1.7611623706113022,loading
fast,18.48,11.314285657529119,-0.07751604121971217,10,5.579626787544836,0.5351597284142064,1.5435285153131417,loading
fast,18.5,11.322103374206009,-0.052828045819044066,10,5.608223641283967,0.5327591031526728,1.3328791160400755,loading
fast,18.52,11.33026101404731,-0.03215448118229345,10,5.632976025841359,0.5306816953837847,1.1563704467754121,loading
fast,18.54,11.33870217268651,-0.014844112020577022,10,5.654506974322686,0.5288751241534679,1.0084641643004488,loading
fast,18.56,11.347379596759573,-0.00035134755501035257,10,5.673338450824799,0.5272955057950053,0.8845203648615296,loading
fast,18.580000000000002,11.356253699412871,0.011780896316694814,10,5.689907746023122,0.5259060754845539,0.7806518377684313,loading
fast,18.6,11.365291316627918,0.021935554724879153,10,5.7045812130388285,0.5246760324102999,0.6936019624266265,loading
fast,18.62,11.374464665297296,0.03043344240123042,10,5.7176657750498965,0.523579572280235,0.6206424127164212,loading
fast,18.64,11.3837504703233,0.03754333095627179,10,5.72941856611793,0.522595076778188,0.5594874561865026,loading
fast,18.66,11.393129233320053,0.04349039140362531,10,5.740055008063649,0.5217044345076858,0.5082221558794231,loading
fast,18.68,11.402584619948101,0.04846326712352054,10,5.749755577097577,0.5208924720934616,0.46524221911603547,loading
fast,18.7,11.412102946636608,0.052619999438086894,10,5.758671472756392,0.520146477570665,0.42920360437115335,loading
fast,18.72,11.421672750570348,0.05609299192962153,10,5.76692936721482,0.5194558010906609,0.3989803027515393,loading
fast,18.740000000000002,11.431284429434172,0.05899316943871263,10,5.77463538415582,0.5188115204010562,0.37362896849302274,loading
fast,18.76,11.440929939598703,0.06141346238246065,10,5.781878432181831,0.5182061605920893,0.3523592869036918,loading
fast,18.78,11.45060254326691,0.06343172584072189,10,5.788732997474211,0.5176334593062786,0.3345091495532415,loading
fast,18.8,11.460296596638976,0.06511318510314333,10,5.795261483422607,0.5170881700361412,0.3195238562998526,loading
fast,18.82,11.470007372441405,0.06651248449535041,10,5.801516170716033,0.5165658973312826,0.30693869142339736,loading
fast,18.84,11.479730911245813,0.06767540384107658,10,5.807540859463973,0.5160629587385188,0.29636432619994935,loading
fast,18.86,11.489463896906997,0.06864029647685775,10,5.813372244930351,0.5155762691382522,0.2874745893759467,loading
fast,18.88,11.499203552207675,0.06943929398949263,10,5.819041070093327,0.5151032438440379,0.2799962217832075,loading
fast,18.900000000000002,11.508947551431895,0.07009931551897226,10,5.8245730912349085,0.5146417174214919,0.2737002928103749,loading
fast,18.92,11.518693947120966,0.07064291333050209,10,5.829989886890983,0.5141898756765257,0.26839500929298765,loading
fast,18.94,11.528441108711139,0.07108898121643872,10,5.835309535572007,0.5137461986765952,0.26391969114847313,loading
fast,18.96,11.538187671125616,0.07145334798003047,10,5.840547183542828,0.5133094130150979,0.2601397240020731,loading
fast,18.98,11.547932491706021,0.07174927464317844,10,5.845715520496187,0.5128784518195604,0.2569423309122243,loading
fast,19.0,11.557674614130548,0.07198787099636011,10,5.850825178061658,0.5124524212473327,0.2542330296506634,loading
fast,19.02,11.567413238185374,0.07217844457507652,10,5.855885063667772,0.5120305724164493,0.25193266516509993,loading
fast,19.04,11.577149618430091,0.07233166462825556,11,5.860906473843281,0.5116122778898686,0.25380852170364676,binding
fast,19.06,11.586918069704893,0.07250045438173641,11,5.865959489234209,0.5111910141296421,0.25165878991373347,loading
fast,19.080000000000002,11.596681724793626,0.07263211561150944,11,5.870972978008307,0.510773071020423,0.24983025338265463,loading
fast,19.1,11.558752129778206,0.005017057397333113,10,5.784393122286442,0.5180359153423149,0.8241063942211468,loading
fast,19.12,11.567553010306455,0.01607625907027322,10,5.799852764223488,0.5167397175636574,0.7293749873777955,loading
