time,radial_alignment,rms_bead_displacement,stretch_energy,bend_energy,max_bead_speed
5.76,0.44483901830211225,0.1683125456247868,0.027421135640899298,0.03253017517708265,0.08197983935433709
5.8,0.4458837693669494,0.169549940569133,0.027649377239630926,0.032991355960356836,0.08190210081288604
5.84,0.4469276501335763,0.1707867816306742,0.027882887451245085,0.0334547940982923,0.08182311597915119
5.88,0.44797063344854565,0.17202306072440887,0.028121745141978367,0.03392045342589674,0.08174289254231892
5.92,0.44901269237623376,0.1732587697875991,0.02836602787957404,0.034388297504296096,0.08166143841009467
5.96,0.4500538002033554,0.1744939007812314,0.028615811923091684,0.03485828963051597,0.08157876170490815
6.0,0.4510939304433809,0.17572844569145418,0.02887117221302943,0.035330392847356694,0.081494870760051
6.04,0.45213305684084987,0.17696239653099372,0.02913218236177611,0.03580456995335648,0.08140977411574772
6.08,0.45317115337557956,0.178195745340548,0.029398914644409576,0.03628078351283472,0.08132348051517002
6.12,0.4542081942667711,0.17942848419015847,0.029671439989858977,0.03675899586601149,0.08123599890038835
6.16,0.4552441539770059,0.18066060518055949,0.029949827972439294,0.037239169139192854,0.08114733840826742
6.2,0.45627900721613507,0.18189210044450546,0.03023414680377455,0.03772126525501878,0.08105750836630465
6.24,0.457312728945057,0.1831229621480758,0.030524463325133436,0.038205245942764525,0.08096651828842252
6.28,0.4583452943793846,0.1843531824919571,0.030820843000170427,0.03869107274869063,0.0808743778707049
6.32,0.4593766789929988,0.1855827537127027,0.03112334990809974,0.039178707046433545,0.08078109698709211
6.36,0.46040685852148866,0.18681166808396985,0.031432046737306776,0.03966811004743092,0.08068668568502738
6.4,0.4614358089654765,0.18803991791773395,0.03174699477940685,0.04015924281137518,0.08059115418106601
6.44,0.4624635065938263,0.18926749556547995,0.0320682539237625,0.040652066256687346,0.0804945128564414
6.48,0.4634899279467356,0.1904943934193706,0.03239588265246607,0.04114654117100705,0.08039677225260132
6.5200000000000005,0.4645150498387107,0.1917206039133919,0.03272993803579983,0.04164262822168938,0.08029794306670536
6.5600000000000005,0.46553884936142265,0.19294611952447518,0.03307047572817208,0.04214028796630478,0.08019803614709435
6.6000000000000005,0.46656130388644484,0.1941709327735962,0.03341754996454464,0.04263948086313333,0.08009706248873387
6.640000000000001,0.46758239106787175,0.19539503622685034,0.03377121355735387,0.04314016728164816,0.07999503322863202
6.68,0.4686020888448187,0.19661842249650496,0.03413151789392622,0.043642307512982516,0.0798919596412333
6.72,0.46962037544380003,0.19784108424202781,0.034498512934401704,0.04414586178037173,0.079787853133799
6.76,0.4706372293809899,0.19906301417109243,0.03487224721015675,0.04465079024956704,0.07968272524176677
6.8,0.47165262946436237,0.20028420504055866,0.035252767822742496,0.04515705303921243,0.07957658762409851
6.84,0.4726665547957102,0.20150464965743112,0.03564012044333037,0.04566461023118106,0.07946945205862034
6.88,0.47367898477254694,0.20272434087979263,0.036034349312669356,0.04617342188086322,0.07936133043735102
6.92,0.4746898990898871,0.20394327161771403,0.0364354972415598,0.04668344802740114,0.07925223476183064
